EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1291,48,Travel_Frequently,430,Human Resources,7,3,Marketing,2,Male,74,2,2,Research Director,2,Married,1909,6052,5,Yes,17,4,1,2,18,1,1,39,16,9,2,Yes
1292,38,Travel_Rarely,437,Human Resources,9,1,Other,3,Female,34,1,2,Manufacturing Director,2,Divorced,1760,14741,3,No,12,4,2,2,4,3,3,16,8,13,11,No
1293,34,Non-Travel,1427,Research & Development,14,2,Medical,4,Male,85,1,3,Manufacturing Director,1,Divorced,6612,5824,3,Yes,17,4,2,2,4,0,2,4,12,2,12,No
1294,40,Non-Travel,1461,Research & Development,11,2,Other,3,Female,61,4,1,Healthcare Representative,1,Divorced,4240,5520,3,Yes,17,4,4,0,13,2,3,18,9,5,10,No
1295,54,Travel_Frequently,738,Sales,26,3,Human Resources,1,Female,78,4,2,Human Resources,3,Single,1530,3249,5,No,17,4,3,3,26,3,2,34,7,10,1,No
1296,33,Non-Travel,374,Sales,26,3,Human Resources,1,Male,42,4,2,Research Director,4,Single,10551,24970,0,No,15,3,1,2,35,1,1,21,6,13,13,No
1297,23,Non-Travel,1287,Human Resources,14,3,Other,4,Female,59,1,3,Sales Representative,2,Married,11219,17565,1,Yes,19,3,1,2,39,6,1,23,1,3,0,No
1298,25,Travel_Frequently,418,Research & Development,7,3,Technical Degree,4,Female,54,1,2,Healthcare Representative,2,Single,17216,26227,5,Yes,12,4,4,0,34,0,4,9,1,13,14,No
1299,42,Non-Travel,688,Sales,1,3,Medical,2,Female,89,4,5,Human Resources,2,Divorced,3560,20458,0,Yes,14,3,2,3,20,0,4,1,3,14,16,No
1300,35,Non-Travel,603,Human Resources,26,4,Life Sciences,4,Male,88,3,1,Human Resources,2,Divorced,19561,20888,8,Yes,12,4,2,3,4,1,2,27,8,1,0,No
1301,42,Non-Travel,486,Research & Development,25,3,Other,4,Female,57,3,5,Research Scientist,1,Divorced,6103,14997,5,Yes,18,4,2,3,23,0,2,36,13,11,13,No
1302,29,Travel_Rarely,969,Human Resources,13,1,Life Sciences,3,Male,87,3,4,Manufacturing Director,1,Single,18921,4014,6,No,22,3,1,3,38,5,3,16,10,11,15,No
1303,32,Travel_Frequently,932,Sales,20,2,Medical,1,Female,49,3,1,Research Director,3,Divorced,10465,6944,0,No,21,3,4,0,23,6,2,5,6,2,3,No
1304,43,Travel_Frequently,1114,Sales,3,1,Other,4,Female,63,2,4,Sales Executive,2,Married,3781,2948,7,Yes,11,3,3,0,39,1,1,4,3,4,5,No
1305,58,Travel_Frequently,702,Research & Development,20,1,Technical Degree,2,Female,34,4,2,Healthcare Representative,2,Single,18330,18490,4,No,19,3,4,3,12,5,1,38,1,14,15,Yes
1306,43,Travel_Rarely,790,Human Resources,4,4,Marketing,4,Female,89,1,3,Research Director,1,Divorced,6257,12683,4,No,22,4,1,1,37,3,1,6,17,9,5,Yes
1307,49,Travel_Rarely,593,Research & Development,29,3,Technical Degree,1,Male,72,4,5,Research Scientist,3,Divorced,19895,16012,5,Yes,23,3,3,0,0,4,4,31,6,3,14,No
1308,27,Travel_Frequently,589,Sales,26,2,Technical Degree,4,Female,86,3,4,Research Scientist,1,Single,3188,6692,6,No,24,4,2,1,38,6,2,3,10,4,0,Yes
1309,33,Travel_Rarely,820,Sales,11,1,Marketing,3,Female,86,1,2,Research Director,2,Single,7063,26730,6,Yes,15,4,4,1,9,2,2,20,9,12,6,Yes
1310,24,Travel_Frequently,1196,Human Resources,2,3,Marketing,1,Male,83,2,5,Human Resources,2,Married,16615,5240,4,No,21,4,4,3,1,3,4,31,10,11,10,No
1311,34,Travel_Rarely,608,Human Resources,14,3,Human Resources,4,Male,74,4,5,Sales Representative,4,Single,1881,11762,0,No,22,4,1,3,15,5,4,17,8,10,0,No
1312,40,Non-Travel,489,Human Resources,12,4,Marketing,3,Male,66,1,4,Research Director,4,Divorced,2847,15731,8,No,13,4,4,2,36,2,4,32,2,0,7,No
1313,43,Non-Travel,394,Research & Development,17,4,Other,1,Female,77,1,2,Healthcare Representative,4,Married,7599,23687,5,No,22,3,3,1,15,2,1,13,4,3,13,No
1314,38,Travel_Frequently,1492,Human Resources,12,4,Life Sciences,4,Male,83,3,3,Sales Executive,3,Divorced,19359,20018,8,No,21,4,4,2,22,5,2,5,0,10,4,No
1315,39,Travel_Rarely,895,Human Resources,26,2,Human Resources,3,Male,77,3,4,Manufacturing Director,1,Divorced,5568,12130,3,Yes,14,3,1,3,25,5,3,10,0,9,12,No
1316,24,Travel_Rarely,964,Sales,12,1,Human Resources,2,Male,35,4,5,Research Scientist,2,Divorced,17314,19916,1,No,11,4,4,1,15,6,3,19,4,2,14,No
1317,31,Non-Travel,648,Sales,1,4,Life Sciences,3,Male,63,2,5,Laboratory Technician,2,Single,8163,9608,2,Yes,13,3,3,0,26,1,2,28,5,12,8,Yes
1318,32,Non-Travel,748,Human Resources,13,4,Human Resources,2,Male,92,1,1,Laboratory Technician,3,Single,12156,14409,3,No,21,3,3,2,29,4,2,34,2,14,7,Yes
1319,24,Travel_Rarely,667,Human Resources,14,4,Marketing,4,Male,77,3,2,Human Resources,2,Divorced,12255,19824,9,No,18,4,1,3,32,6,4,15,12,14,16,No
1320,26,Travel_Rarely,1310,Sales,24,1,Technical Degree,3,Female,52,4,1,Manufacturing Director,2,Single,12320,22030,7,No,22,4,2,1,31,5,4,6,16,1,3,No
1321,25,Travel_Rarely,952,Human Resources,2,1,Medical,2,Male,42,3,3,Research Scientist,1,Divorced,3216,13589,2,Yes,12,3,1,3,8,2,1,39,2,6,1,No
1322,40,Travel_Rarely,869,Research & Development,12,4,Marketing,1,Female,76,4,4,Laboratory Technician,4,Single,6701,23983,7,No,12,4,2,2,10,2,4,35,2,9,4,No
1323,46,Travel_Rarely,544,Research & Development,26,4,Technical Degree,3,Male,73,3,5,Laboratory Technician,4,Single,19992,14437,5,No,19,4,3,3,36,3,2,30,12,8,16,No
1324,35,Travel_Rarely,462,Research & Development,21,3,Technical Degree,4,Male,61,2,2,Sales Representative,3,Single,12780,19999,3,Yes,15,3,4,3,5,4,1,5,1,0,6,Yes
1325,48,Travel_Frequently,222,Human Resources,28,4,Human Resources,1,Male,55,1,5,Research Director,4,Married,11694,11705,6,Yes,15,3,4,0,29,4,3,28,2,11,15,Yes
1326,47,Travel_Rarely,1311,Sales,16,2,Other,2,Female,82,3,1,Manager,4,Single,5809,26378,4,Yes,11,4,3,3,39,2,2,26,15,6,0,No
1327,56,Non-Travel,841,Human Resources,4,2,Other,3,Male,43,1,1,Manufacturing Director,3,Married,17562,24680,4,No,23,4,1,1,14,4,3,1,11,10,11,No
1328,52,Travel_Frequently,779,Human Resources,8,4,Human Resources,3,Male,81,4,4,Manager,3,Married,15392,17376,8,No,16,4,4,1,29,3,2,21,8,11,8,No
1329,35,Travel_Rarely,519,Sales,2,1,Human Resources,4,Male,65,2,2,Sales Executive,4,Married,8771,20982,2,No,18,4,1,0,17,1,2,8,15,0,15,No
1330,59,Non-Travel,1375,Sales,10,3,Life Sciences,1,Male,37,1,2,Research Director,1,Divorced,2929,13611,9,No,16,3,4,1,11,2,1,10,3,4,6,No
1331,56,Travel_Frequently,1458,Sales,9,1,Life Sciences,3,Female,69,3,4,Sales Executive,3,Single,15306,21914,3,Yes,24,3,2,3,3,0,1,15,17,0,14,No
1332,34,Non-Travel,191,Research & Development,23,4,Medical,3,Female,51,1,1,Healthcare Representative,2,Divorced,19932,9590,4,Yes,17,4,4,3,15,2,4,12,0,2,11,Yes
1333,31,Travel_Rarely,162,Human Resources,15,2,Medical,1,Female,45,1,1,Research Scientist,3,Married,15244,20711,0,No,24,3,2,1,22,2,2,17,6,7,3,Yes
1334,48,Travel_Rarely,611,Sales,13,3,Medical,3,Female,89,4,1,Manager,2,Single,1111,8565,6,Yes,14,3,4,2,10,1,2,24,11,12,5,No
1335,41,Travel_Rarely,1262,Human Resources,23,1,Medical,1,Female,89,2,5,Human Resources,3,Divorced,12411,26151,7,Yes,12,3,4,3,23,5,1,32,7,14,5,Yes
1336,52,Travel_Rarely,1308,Research & Development,17,1,Technical Degree,1,Male,39,2,3,Healthcare Representative,3,Married,18098,20360,5,Yes,11,3,4,1,21,5,3,9,7,3,14,Yes
1337,51,Travel_Frequently,1328,Research & Development,16,4,Technical Degree,1,Male,54,1,1,Manufacturing Director,4,Divorced,12116,3835,8,No,22,3,4,3,38,0,4,29,8,11,2,No
1338,20,Travel_Frequently,871,Sales,28,3,Life Sciences,4,Male,60,1,3,Research Scientist,4,Divorced,16707,23283,2,Yes,16,3,4,3,14,0,2,0,13,0,1,No
1339,54,Non-Travel,1337,Sales,2,2,Other,1,Female,50,4,3,Laboratory Technician,4,Single,18765,18738,1,No,19,3,1,0,14,0,1,32,4,0,4,No
1340,57,Travel_Rarely,355,Human Resources,20,4,Human Resources,1,Male,62,1,2,Manager,1,Single,4127,11797,4,No,20,4,2,1,9,5,2,14,1,7,7,No
1341,43,Non-Travel,234,Sales,20,3,Other,2,Female,60,4,4,Research Director,4,Divorced,14100,22857,8,No,15,4,2,3,27,6,1,28,9,14,15,Yes
1342,40,Travel_Frequently,974,Human Resources,27,1,Marketing,2,Male,50,2,5,Research Director,4,Single,12203,5195,0,Yes,22,3,4,2,35,1,4,1,8,13,15,Yes
1343,56,Travel_Rarely,921,Sales,14,4,Technical Degree,4,Female,65,2,3,Healthcare Representative,3,Single,2208,15868,0,Yes,12,3,1,1,16,4,3,10,6,7,5,No
1344,32,Travel_Rarely,187,Human Resources,3,1,Medical,1,Male,94,4,5,Healthcare Representative,3,Divorced,12317,11179,9,Yes,11,3,1,2,35,0,2,33,17,3,0,No
1345,21,Travel_Frequently,1087,Human Resources,23,1,Medical,2,Male,33,1,2,Laboratory Technician,1,Single,1036,10345,2,Yes,13,3,3,1,21,4,2,18,11,14,7,Yes
1346,46,Travel_Frequently,1330,Human Resources,12,4,Marketing,2,Male,97,2,1,Sales Representative,2,Single,19212,2906,9,No,14,3,3,2,22,3,4,1,10,3,4,No
1347,39,Travel_Frequently,1252,Human Resources,8,4,Other,3,Male,33,3,3,Manager,3,Married,12252,13955,2,No,17,4,1,2,28,1,3,19,9,9,11,No
1348,42,Travel_Frequently,922,Research & Development,2,4,Medical,1,Female,38,4,4,Sales Executive,3,Single,8006,17768,4,No,19,3,3,1,21,4,2,30,12,10,4,No
1349,30,Travel_Frequently,1126,Human Resources,4,4,Other,2,Male,59,2,2,Manufacturing Director,2,Married,16067,9198,3,Yes,18,4,2,0,10,5,4,3,8,1,12,No
1350,35,Travel_Rarely,1073,Sales,14,4,Human Resources,4,Male,74,2,5,Manager,1,Divorced,6347,3620,5,Yes,19,4,1,0,35,6,2,28,15,1,11,Yes
1351,50,Travel_Frequently,1033,Research & Development,16,1,Marketing,3,Male,33,2,1,Manager,3,Married,1809,13820,7,Yes,17,3,3,1,28,5,2,29,16,11,15,Yes
1352,33,Travel_Rarely,220,Research & Development,19,2,Other,3,Female,98,3,5,Laboratory Technician,4,Divorced,5118,13766,7,No,20,3,1,3,31,0,4,12,4,5,13,No
1353,59,Travel_Rarely,1161,Human Resources,2,2,Human Resources,1,Male,52,3,4,Manager,1,Single,18910,22802,3,No,18,3,3,1,13,6,4,14,5,7,10,No
1354,19,Travel_Frequently,1464,Research & Development,12,4,Other,1,Male,45,3,3,Manager,2,Single,14083,10523,0,Yes,18,4,1,1,17,0,1,19,9,6,8,No
1355,52,Travel_Frequently,1107,Human Resources,29,1,Other,3,Male,51,1,4,Human Resources,2,Married,17879,6338,6,No,11,4,4,3,37,6,1,33,10,6,9,No
1356,59,Travel_Rarely,1024,Sales,14,2,Medical,4,Male,77,4,5,Human Resources,4,Divorced,14187,17911,5,No,22,4,2,1,36,4,2,27,1,2,15,No
1357,51,Travel_Frequently,744,Human Resources,6,2,Life Sciences,1,Male,91,1,5,Research Scientist,4,Single,1424,18813,4,Yes,24,3,3,1,33,5,4,19,6,11,9,No
1358,47,Travel_Frequently,813,Research & Development,13,2,Technical Degree,1,Female,89,3,4,Manufacturing Director,4,Married,2982,7301,3,Yes,22,3,4,3,22,4,3,24,13,1,3,No
1359,30,Travel_Frequently,959,Sales,4,1,Other,3,Female,34,4,4,Human Resources,1,Married,18852,17144,5,No,19,3,1,3,31,3,3,26,3,9,7,No
1360,30,Non-Travel,120,Human Resources,22,4,Other,3,Female,36,1,4,Manufacturing Director,2,Married,16918,15784,7,Yes,12,3,4,0,2,1,2,29,4,6,10,Yes
1361,35,Travel_Rarely,341,Sales,18,4,Other,1,Male,80,1,1,Research Director,4,Single,16398,4423,5,No,22,3,2,2,21,5,1,19,9,14,5,No
1362,49,Non-Travel,554,Sales,12,4,Life Sciences,2,Female,94,1,5,Laboratory Technician,4,Divorced,12992,10272,2,Yes,21,3,3,2,22,2,4,0,5,3,3,No
1363,49,Travel_Frequently,1062,Research & Development,20,3,Human Resources,1,Male,38,3,2,Laboratory Technician,2,Single,2233,3573,8,No,24,4,3,0,3,5,4,34,1,0,4,No
1364,52,Non-Travel,720,Sales,27,3,Marketing,2,Male,74,2,1,Human Resources,3,Single,10989,26419,2,Yes,17,4,1,0,12,3,1,23,2,0,2,Yes
1365,56,Travel_Frequently,402,Research & Development,22,3,Medical,3,Male,76,4,1,Research Director,1,Divorced,15546,18803,3,Yes,23,3,2,2,31,5,4,24,14,3,6,Yes
1366,46,Non-Travel,902,Sales,21,1,Life Sciences,2,Male,96,3,1,Sales Executive,3,Married,9756,2466,4,Yes,20,3,4,0,28,3,2,39,9,4,11,No
1367,46,Travel_Frequently,1063,Human Resources,19,2,Human Resources,4,Female,53,4,2,Research Scientist,4,Single,4019,17787,1,No,20,4,1,1,39,5,4,11,16,4,2,No
1368,33,Non-Travel,168,Sales,8,2,Other,3,Female,39,3,4,Laboratory Technician,1,Married,2304,7176,9,No,23,4,3,0,39,3,4,10,6,0,16,No
1369,27,Non-Travel,1252,Human Resources,7,1,Human Resources,1,Female,77,1,5,Research Scientist,3,Married,15144,5393,9,Yes,15,4,4,0,9,6,1,29,1,2,2,Yes
1370,47,Non-Travel,295,Human Resources,16,1,Life Sciences,1,Male,64,1,3,Laboratory Technician,2,Divorced,17516,11757,1,No,14,3,1,0,12,0,1,12,6,5,10,Yes
1371,42,Travel_Rarely,239,Sales,19,4,Life Sciences,3,Female,83,2,3,Research Director,4,Divorced,17832,25817,5,No,11,4,4,0,16,4,3,24,14,9,5,No
1372,56,Non-Travel,382,Human Resources,6,4,Life Sciences,3,Female,45,2,5,Manager,1,Divorced,11022,25778,1,Yes,11,4,4,2,37,5,2,24,2,6,10,No
1373,37,Travel_Rarely,411,Sales,20,3,Marketing,4,Male,82,4,2,Sales Representative,1,Married,11350,17164,9,Yes,13,4,1,3,1,1,1,16,4,10,3,No
1374,22,Travel_Frequently,845,Sales,27,3,Technical Degree,3,Female,69,2,3,Manager,1,Married,12818,14222,0,Yes,24,4,4,2,16,0,1,11,7,14,16,Yes
1375,18,Non-Travel,376,Human Resources,21,1,Medical,1,Male,49,2,1,Sales Executive,1,Single,1849,20419,7,No,11,4,4,2,25,3,1,10,3,0,0,Yes
1376,47,Travel_Frequently,160,Human Resources,11,3,Marketing,4,Female,98,4,3,Laboratory Technician,4,Married,4962,20016,9,Yes,18,3,2,3,37,1,4,9,17,7,11,Yes
1377,20,Travel_Frequently,1442,Research & Development,5,2,Marketing,1,Female,74,3,5,Sales Executive,4,Divorced,5854,20368,9,No,13,3,2,2,36,0,2,16,7,3,2,No
1378,31,Non-Travel,151,Human Resources,16,1,Technical Degree,2,Female,35,2,1,Human Resources,2,Divorced,2539,25505,0,No,21,4,3,1,4,2,2,15,5,12,15,No
1379,47,Travel_Rarely,252,Research & Development,7,1,Marketing,3,Male,98,3,3,Human Resources,2,Divorced,19283,2003,9,No,20,3,2,3,24,5,4,19,4,8,2,No
1380,21,Non-Travel,1434,Human Resources,27,2,Life Sciences,2,Female,78,1,5,Healthcare Representative,2,Divorced,3944,9477,5,Yes,12,3,1,1,8,5,4,4,4,10,13,No
1381,35,Travel_Frequently,643,Sales,5,4,Life Sciences,1,Female,68,2,2,Manufacturing Director,3,Married,4244,7998,0,Yes,16,4,4,2,27,3,1,31,16,10,16,Yes
1382,54,Travel_Frequently,666,Human Resources,11,4,Human Resources,2,Female,31,1,5,Human Resources,2,Divorced,14255,2602,7,No,14,3,3,2,21,0,3,26,5,5,6,No
1383,42,Non-Travel,721,Sales,15,2,Other,2,Female,68,1,2,Human Resources,4,Single,2591,9256,4,No,23,3,2,3,28,0,3,3,12,14,10,No
1384,18,Travel_Rarely,1300,Sales,3,2,Marketing,1,Male,50,3,1,Laboratory Technician,3,Married,16768,12559,2,Yes,23,4,4,2,34,3,2,6,8,0,15,Yes
1385,32,Travel_Rarely,1485,Sales,26,3,Other,1,Male,69,4,5,Healthcare Representative,4,Divorced,8855,15686,4,Yes,24,4,1,0,19,2,3,13,11,1,4,No
1386,26,Travel_Frequently,413,Research & Development,5,1,Medical,3,Female,83,2,4,Laboratory Technician,3,Single,19511,15973,0,Yes,21,3,4,1,4,5,1,38,9,2,0,No
1387,32,Travel_Frequently,906,Human Resources,23,3,Life Sciences,2,Female,41,3,4,Research Scientist,2,Divorced,2601,8714,0,Yes,24,3,1,1,38,4,4,23,0,1,9,Yes
1388,41,Travel_Rarely,947,Sales,21,2,Human Resources,4,Female,66,4,4,Sales Executive,2,Married,13809,10376,3,Yes,23,3,4,0,31,2,2,17,10,9,9,No
1389,21,Non-Travel,196,Sales,5,3,Medical,4,Male,67,1,4,Research Scientist,2,Married,18606,13701,8,Yes,21,4,3,3,38,3,2,37,5,6,0,No
1390,29,Travel_Frequently,980,Research & Development,9,2,Human Resources,1,Female,44,2,4,Research Director,3,Single,6690,16891,8,Yes,23,3,3,3,9,4,4,38,2,11,12,No
1391,54,Travel_Rarely,1336,Human Resources,15,3,Technical Degree,1,Female,36,1,2,Research Director,4,Married,13521,5251,0,Yes,14,3,2,0,39,0,3,39,5,0,3,Yes
1392,54,Travel_Frequently,928,Human Resources,3,3,Life Sciences,2,Male,79,1,5,Laboratory Technician,1,Single,2842,21531,2,Yes,12,4,2,0,16,6,2,0,8,8,11,Yes
1393,23,Non-Travel,236,Research & Development,29,4,Medical,1,Male,94,2,1,Sales Representative,4,Divorced,11483,10144,3,No,12,3,4,1,36,6,4,16,7,1,15,No
1394,56,Travel_Rarely,1129,Research & Development,6,2,Technical Degree,4,Male,96,4,4,Sales Representative,2,Married,9058,18438,1,Yes,21,4,4,0,14,2,4,25,14,3,11,No
1395,41,Travel_Frequently,1110,Human Resources,17,3,Medical,3,Female,73,4,4,Research Scientist,3,Divorced,14704,11916,6,Yes,16,3,2,0,8,6,3,21,5,7,5,No
1396,28,Non-Travel,208,Research & Development,26,1,Human Resources,3,Male,60,2,1,Human Resources,3,Divorced,6565,4910,2,No,15,4,2,0,31,2,3,38,10,10,15,No
1397,30,Travel_Frequently,646,Human Resources,21,3,Technical Degree,2,Male,72,2,1,Laboratory Technician,2,Married,12088,20254,0,Yes,19,3,4,2,22,6,1,17,9,2,11,No
1398,51,Non-Travel,1162,Human Resources,8,3,Technical Degree,3,Female,77,3,4,Research Scientist,3,Divorced,5488,13482,0,Yes,14,3,4,0,10,5,3,37,10,8,9,No
1399,42,Non-Travel,761,Sales,21,1,Life Sciences,1,Male,90,3,2,Laboratory Technician,2,Single,9906,5348,2,No,15,4,4,2,12,6,3,27,3,6,4,No
1400,24,Travel_Rarely,524,Sales,25,2,Other,1,Female,39,1,1,Research Scientist,4,Single,2927,19985,5,Yes,11,4,3,1,17,5,4,20,12,14,11,Yes
1401,21,Non-Travel,729,Human Resources,11,4,Human Resources,1,Female,58,2,5,Research Director,3,Single,16512,24151,3,No,22,4,1,1,8,4,2,37,7,9,7,No
1402,25,Travel_Frequently,360,Human Resources,6,4,Human Resources,1,Male,77,4,5,Healthcare Representative,1,Married,9301,7830,0,No,22,4,1,3,4,0,4,32,14,11,3,No
1403,37,Non-Travel,186,Human Resources,8,4,Technical Degree,2,Female,91,1,2,Laboratory Technician,3,Divorced,9457,13529,6,Yes,12,4,2,1,21,2,1,29,6,11,6,No
1404,46,Non-Travel,564,Human Resources,10,1,Technical Degree,3,Male,42,1,3,Healthcare Representative,2,Divorced,6492,10120,1,No,13,4,3,3,31,4,4,7,0,2,4,No
1405,27,Travel_Rarely,175,Human Resources,24,3,Life Sciences,4,Male,73,1,2,Research Director,1,Divorced,4223,25427,4,No,15,4,4,2,1,2,1,29,8,2,10,Yes
1406,51,Non-Travel,570,Human Resources,29,2,Other,3,Male,76,1,4,Sales Representative,2,Divorced,1954,20474,7,No,22,3,4,0,20,6,3,38,7,14,16,No
1407,43,Non-Travel,513,Research & Development,3,3,Human Resources,1,Female,93,4,3,Manager,3,Single,10541,7480,6,No,15,3,2,1,27,5,2,8,1,4,2,No
1408,58,Travel_Frequently,924,Human Resources,23,4,Marketing,4,Male,82,1,4,Sales Executive,1,Married,16007,11443,7,Yes,14,3,2,0,23,0,2,32,13,4,1,Yes
1409,20,Travel_Rarely,994,Research & Development,14,3,Marketing,2,Female,73,2,5,Sales Executive,1,Single,2574,8370,9,No,24,3,3,3,23,6,4,28,11,9,1,Yes
1410,23,Travel_Rarely,825,Research & Development,23,1,Other,1,Female,57,3,1,Sales Executive,3,Single,16674,23566,5,No,20,3,1,2,13,0,2,30,16,4,13,No
1411,22,Travel_Rarely,556,Human Resources,14,1,Medical,1,Female,31,4,4,Research Director,1,Married,16426,2170,6,Yes,13,3,1,1,36,1,1,2,5,11,0,No
1412,22,Non-Travel,1408,Human Resources,10,2,Life Sciences,4,Male,86,2,5,Research Director,4,Married,8095,4809,8,No,19,3,4,0,26,4,1,37,4,12,15,No
1413,40,Travel_Rarely,1362,Research & Development,12,2,Other,2,Female,86,2,2,Sales Representative,1,Single,13023,8993,5,Yes,11,4,2,3,23,5,3,10,5,8,14,Yes
1414,26,Non-Travel,752,Research & Development,6,4,Marketing,4,Female,63,2,4,Manager,1,Divorced,4255,26313,8,No,16,3,3,0,5,5,4,4,2,8,1,No
1415,52,Non-Travel,771,Human Resources,12,2,Technical Degree,2,Male,87,3,5,Manufacturing Director,4,Married,2058,25095,1,Yes,17,4,4,1,25,5,3,30,15,5,10,Yes
1416,37,Travel_Frequently,1495,Human Resources,23,3,Marketing,1,Male,81,3,1,Sales Executive,2,Married,2957,13946,1,No,20,3,1,0,14,6,2,19,17,10,16,Yes
1417,59,Travel_Frequently,594,Research & Development,14,1,Technical Degree,3,Female,58,3,4,Human Resources,2,Single,5944,5991,1,Yes,14,4,1,2,28,3,3,3,13,10,12,No
1418,52,Travel_Frequently,1168,Research & Development,2,1,Life Sciences,1,Female,64,2,5,Sales Executive,4,Divorced,6058,25519,5,No,20,3,3,1,35,2,2,7,14,6,11,No
1419,35,Travel_Frequently,1370,Research & Development,9,1,Technical Degree,3,Male,77,3,4,Manufacturing Director,1,Married,3519,2826,1,Yes,13,3,4,3,9,0,1,34,3,9,1,No
1420,34,Travel_Frequently,696,Sales,10,2,Other,3,Female,62,1,1,Laboratory Technician,3,Single,12845,11857,2,Yes,18,3,3,1,27,2,4,12,10,7,9,No
1421,41,Non-Travel,549,Research & Development,26,1,Technical Degree,2,Female,38,3,4,Sales Representative,4,Married,3570,18513,7,Yes,19,3,4,3,8,2,4,4,4,8,11,Yes
1422,20,Non-Travel,584,Sales,17,1,Medical,4,Female,77,4,4,Healthcare Representative,3,Divorced,8450,19801,7,Yes,23,4,1,3,20,3,3,39,8,5,16,Yes
1423,49,Travel_Rarely,745,Human Resources,17,1,Other,2,Female,96,2,5,Healthcare Representative,2,Single,8703,8798,3,Yes,11,3,2,1,9,0,2,18,4,7,13,Yes
1424,52,Non-Travel,719,Human Resources,3,4,Life Sciences,1,Male,65,2,3,Manufacturing Director,4,Single,16898,25157,8,No,21,4,2,3,3,1,1,17,6,1,12,No
1425,55,Non-Travel,1141,Research & Development,19,4,Other,4,Female,73,1,4,Sales Executive,3,Divorced,15389,19791,7,No,22,3,1,1,3,5,2,32,17,9,2,No
1426,30,Travel_Frequently,761,Human Resources,1,2,Medical,3,Male,89,3,3,Healthcare Representative,1,Single,16414,7136,0,Yes,20,3,2,2,5,4,3,3,17,7,7,No
1427,42,Non-Travel,857,Human Resources,12,1,Life Sciences,3,Female,92,3,2,Manufacturing Director,4,Divorced,1744,19421,7,Yes,19,3,2,2,25,2,2,17,1,14,4,No
1428,26,Travel_Frequently,388,Human Resources,7,2,Marketing,1,Male,34,4,4,Research Director,3,Single,4514,14491,0,No,17,3,4,0,39,3,1,23,12,12,11,No
1429,21,Travel_Rarely,820,Human Resources,4,1,Medical,4,Female,69,1,3,Research Scientist,4,Divorced,11871,9546,3,No,11,4,3,2,15,3,3,28,12,10,0,No
1430,31,Travel_Rarely,737,Sales,10,1,Life Sciences,1,Male,48,4,2,Research Director,4,Married,14536,7903,9,Yes,17,4,4,3,7,4,1,30,16,1,15,No
1431,54,Non-Travel,334,Sales,13,1,Technical Degree,1,Female,76,4,5,Sales Executive,2,Married,1175,15855,5,No,15,4,3,0,27,4,3,27,16,7,11,No
1432,51,Travel_Rarely,515,Research & Development,2,2,Other,2,Male,94,2,4,Manufacturing Director,2,Married,17949,18406,6,Yes,20,3,3,0,15,6,4,8,5,1,16,Yes
1433,28,Non-Travel,1037,Research & Development,10,2,Life Sciences,1,Female,96,2,5,Laboratory Technician,1,Single,4217,16949,9,Yes,23,3,2,1,37,0,2,25,13,2,8,No
1434,58,Travel_Rarely,598,Research & Development,21,1,Other,4,Female,47,3,2,Healthcare Representative,2,Divorced,16106,11825,3,Yes,23,3,3,0,0,2,1,1,13,6,12,Yes
1435,20,Travel_Frequently,1073,Human Resources,22,3,Technical Degree,1,Male,79,3,5,Healthcare Representative,2,Divorced,14696,8287,7,No,17,3,3,1,18,2,1,5,11,10,3,Yes
1436,45,Travel_Frequently,733,Human Resources,25,2,Life Sciences,4,Male,59,4,5,Healthcare Representative,2,Married,10586,14193,7,Yes,22,4,1,0,16,4,2,28,4,8,3,Yes
1437,46,Travel_Frequently,1119,Sales,4,4,Marketing,3,Male,95,3,1,Manufacturing Director,3,Married,6802,3405,8,No,19,4,3,2,27,5,1,25,4,2,14,No
1438,26,Travel_Frequently,214,Sales,18,2,Medical,1,Male,34,4,2,Research Director,4,Married,8034,11670,5,No,18,4,1,1,11,6,1,27,3,4,9,Yes
1439,20,Non-Travel,1031,Research & Development,5,1,Life Sciences,4,Male,71,3,5,Laboratory Technician,2,Divorced,17263,24851,3,No,16,3,4,3,5,1,1,6,12,8,5,No
1440,42,Travel_Rarely,773,Sales,19,3,Technical Degree,3,Female,34,3,3,Manufacturing Director,3,Married,10412,19578,1,No,12,4,2,0,6,2,4,33,3,6,2,No
1441,51,Non-Travel,1357,Sales,2,1,Life Sciences,4,Male,79,2,2,Sales Executive,4,Single,18331,10767,6,Yes,18,3,3,2,7,3,1,9,17,13,14,No
